AlexZapl: start('AlexZapl', 'Day', 13, '  ', '14:6:50')
О, работает!
None: commands('None', 'Day 13', '16:57:52')
None: info('None', 'Day 13', '16:57:54')
None: roll('None', 'Day 13', '16:57:57')
None: UNKNOWN('None', 'Day 13', '16:57:59')
None: story('None', 'Day 13', '16:58:1')
None: start('None', 'Day 13', '16:58:9')
None: commands('None', 'Day 13', '16:58:15')
None: roll('None', 'Day 13', '16:58:27')
None: start('None', 'Day 13', '17:2:22')
None: commands('None', 'Day 13', '17:2:30')
None: start('None', 'Day 13', '17:7:49')
None: commands('None', 'Day 13', '17:8:0')
None: start('None', 'Day 13', '17:8:8')
Krammnic: start('Krammnic', 'Day 13', '17:8:59')
Krammnic: info('Krammnic', 'Day 13', '17:9:4')
Krammnic: roll('Krammnic', 'Day 13', '17:9:9')
Krammnic: roll('Krammnic', 'Day 13', '17:9:16')
Krammnic: anekdot('Krammnic', 'Day 13', '17:9:25')
Krammnic: animals 1('Krammnic', 'Day 13', '17:9:31')
yasha4ka: start('yasha4ka', 'Day 13', '17:11:44')
yasha4ka: anekdot('yasha4ka', 'Day 13', '17:11:52')
Dima_kdm8: start('Dima_kdm8', 'Day 13', '17:15:36')
None: start('None', 'Day 13', '17:15:45')
Dima_kdm8: animals 1('Dima_kdm8', 'Day 13', '17:15:47')
Dima_kdm8: animals 1('Dima_kdm8', 'Day 13', '17:15:55')
Dima_kdm8: animals 1('Dima_kdm8', 'Day 13', '17:15:56')
Dima_kdm8: len('Dima_kdm8', 'Day 13', '17:16:9')Text: []
Dima_kdm8: len('Dima_kdm8', 'Day 13', '17:16:17')Text: []
Dima_kdm8: len('Dima_kdm8', 'Day 13', '17:16:18')Text: []
Dima_kdm8: len('Dima_kdm8', 'Day 13', '17:16:20')Text: []
Dima_kdm8: len('Dima_kdm8', 'Day 13', '17:16:20')Text: []
Dima_kdm8: len('Dima_kdm8', 'Day 13', '17:16:21')Text: []
Dima_kdm8: len('Dima_kdm8', 'Day 13', '17:16:23')Text: []
Dima_kdm8: len('Dima_kdm8', 'Day 13', '17:16:23')Text: []
Dima_kdm8: len('Dima_kdm8', 'Day 13', '17:16:24')Text: []
Dima_kdm8: UNKNOWN('Dima_kdm8', 'Day 13', '17:17:9')
Dima_kdm8: anekdot('Dima_kdm8', 'Day 13', '17:17:14')
Dima_kdm8: start('Dima_kdm8', 'Day 13', '17:17:19')
Dima_kdm8: info('Dima_kdm8', 'Day 13', '17:17:22')
Dima_kdm8: roll('Dima_kdm8', 'Day 13', '17:17:27')
Dima_kdm8: roll('Dima_kdm8', 'Day 13', '17:17:33')
Dima_kdm8: roll('Dima_kdm8', 'Day 13', '17:17:49')
Dima_kdm8: anekdot('Dima_kdm8', 'Day 13', '17:17:54')
None: start('None', 'Day 13', '17:17:55')
Dima_kdm8: story('Dima_kdm8', 'Day 13', '17:18:4')
None: joke('None', 'Day 13', '17:18:15')
Deidara_4840: start('Deidara_4840', 'Day 13', '17:18:56')
Deidara_4840: commands('Deidara_4840', 'Day 13', '17:19:4')
AlexZapl: animals 1('AlexZapl', 'Day 13', '17:25:0')
AlexZapl: start('AlexZapl', 'Day 13', '17:25:4')
AlexZapl: start('AlexZapl', 'Day 13', '17:25:7')
AlexZapl: start('AlexZapl', 'Day 13', '17:25:8')
AlexZapl: start('AlexZapl', 'Day 13', '17:25:9')
AlexZapl: start('AlexZapl', 'Day 13', '17:25:10')
AlexZapl: start('AlexZapl', 'Day 13', '17:25:12')
AlexZapl: info('AlexZapl', 'Day 13', '17:25:15')
AlexZapl: roll('AlexZapl', 'Day 13', '17:25:17')
AlexZapl: roll('AlexZapl', 'Day 13', '17:25:19')
AlexZapl: roll('AlexZapl', 'Day 13', '17:25:21')
AlexZapl: roll('AlexZapl', 'Day 13', '17:25:23')
AlexZapl: roll('AlexZapl', 'Day 13', '17:25:26')
AlexZapl: roll('AlexZapl', 'Day 13', '17:25:27')
AlexZapl: anekdot('AlexZapl', 'Day 13', '17:25:50')
AlexZapl: story('AlexZapl', 'Day 13', '17:25:53')
nastvak: start('nastvak', 'Day 13', '17:51:2')
nastvak: commands('nastvak', 'Day 13', '17:51:5')
nastvak: UNKNOWN('nastvak', 'Day 13', '17:51:7')
nastvak: start('nastvak', 'Day 13', '17:51:11')
nastvak: commands('nastvak', 'Day 13', '17:51:13')
nastvak: len('nastvak', 'Day 13', '17:51:14')Text: []
nastvak: commands('nastvak', 'Day 13', '17:51:18')
nastvak: story('nastvak', 'Day 13', '17:51:22')
nastvak: UNKNOWN('nastvak', 'Day 13', '17:53:55')
nastvak: UNKNOWN('nastvak', 'Day 13', '17:53:57')
nastvak: UNKNOWN('nastvak', 'Day 13', '17:53:58')
None: len('None', 'Day 13', '18:3:30')Text: []
None: translate('None', 'Day 13', '18:3:44')Text: сало 
None: translate('None', 'Day 13', '18:3:58')Text: я тебя выебу абобус 
None: translate('None', 'Day 13', '18:4:8')Text: ты лох 
None: translate('None', 'Day 13', '18:4:53')Text: а я робот а ты тоже хахаха 
None: translate('None', 'Day 13', '18:5:10')Text: ван ту фре фор 
None: translate('None', 'Day 13', '18:5:22')Text: 123 
None: translate('None', 'Day 13', '18:5:35')Text: сто тысяч 
None: translate('None', 'Day 13', '18:6:21')Text: пиппзщнащнвшвешевевнвщнвшнсшашшевшевгевгвКак делашшсшрагагнагнагнашнвеегвгеагесегснеашеашнпншпшнмщрдодащашранвеышешцейееыегшналрадопддопдопдопдоадгадгагдащгащгагащнвщнвнщвщнвншвшнвнвщнвщнанщанашнашнанланшвшнвшншншршнашнарчдннашащнанщащгагщащнащнащгащнанаашашнвщнщныщнщвщнвнвнынзвнвщнвшнвшнаншнснлсншащадащнвщнаншанщащнвщнвшнагегеыегынкнкфгкышащнзшрлржломдосдрвшеышвшещнвагщадгпщгещгпщгпщгащннщнащанщанаодажгагахгвгхахгазазгвзнщнвднашпзгпзгпгщрз 
None: joke('None', 'Day 13', '18:13:5')
None: translate('None', 'Day 13', '18:17:26')Text: ваня 
None: roll('None', 'Day 13', '18:32:43')
None: roll('None', 'Day 13', '18:32:48')
None: roll('None', 'Day 13', '18:33:4')
None: roll('None', 'Day 13', '18:33:12')
None: anekdot('None', 'Day 13', '18:33:21')
None: roll('None', 'Day 13', '18:33:47')
None: roll('None', 'Day 13', '18:34:19')
None: story('None', 'Day 13', '18:34:38')
None: animals 1('None', 'Day 13', '18:34:43')
None: joke('None', 'Day 13', '18:34:54')
None: len('None', 'Day 13', '18:35:0')Text: []
None: len('None', 'Day 13', '18:36:0')Text: []
None: info('None', 'Day 13', '18:36:17')
None: roll('None', 'Day 13', '18:36:25')
None: roll('None', 'Day 13', '18:36:34')
None: roll('None', 'Day 13', '18:38:31')
None: roll('None', 'Day 13', '18:38:49')
None: roll('None', 'Day 13', '18:38:56')
None: animals 1('None', 'Day 13', '18:43:48')
None: UNKNOWN('None', 'Day 13', '18:55:39')
None: UNKNOWN('None', 'Day 13', '18:55:43')
None: info('None', 'Day 13', '18:55:46')
None: info('None', 'Day 13', '18:56:0')
None: story('None', 'Day 13', '18:56:7')
vadim018x: commands('vadim018x', 'Day 13', '18:59:35')
vadim018x: UNKNOWN('vadim018x', 'Day 13', '18:59:39')
AlexZapl: story('AlexZapl', 'Day 13', '19:5:47')
AlexZapl: story('AlexZapl', 'Day 13', '19:12:38')
AlexZapl: animals 1('AlexZapl', 'Day 13', '19:15:0')
AlexZapl: commands('AlexZapl', 'Day 13', '19:23:18')
espacement: start('espacement', 'Day 13', '19:38:42')
espacement: commands('espacement', 'Day 13', '19:38:55')
None: roll('None', 'Day 13', '19:39:3')
AlexZapl: start('AlexZapl', 'Day 13', '19:58:6')
AlexZapl: commands('AlexZapl', 'Day 13', '19:58:20')
Andrey_Kekin: start('Andrey_Kekin', 'Day 13', '19:59:14')
Andrey_Kekin: commands('Andrey_Kekin', 'Day 13', '19:59:32')
Gelya_UwU: start('Gelya_UwU', 'Day 13', '20:21:0')
black_oni: start('black_oni', 'Day 13', '20:21:2')
Gelya_UwU: commands('Gelya_UwU', 'Day 13', '20:21:5')
Gelya_UwU: len('Gelya_UwU', 'Day 13', '20:21:24')Text: []
None: start('None', 'Day 13', '20:55:56')
Michayel_Hamzyan: start('Michayel_Hamzyan', 'Day 13', '22:17:7')
Michayel_Hamzyan: commands('Michayel_Hamzyan', 'Day 13', '22:17:10')
Zentornos948: start('Zentornos948', 'Day 13', '22:17:40')
AlexZapl: start('AlexZapl', 'Day 13', '22:17:57')
Miku_Hatsune_1: info('Miku_Hatsune_1', 'Day 13', '22:34:39')
Miku_Hatsune_1: commands('Miku_Hatsune_1', 'Day 13', '22:35:9')
garikmg: commands('garikmg', 'Day 13', '22:49:43')
Awaitable: start('Awaitable', 'Day 13', '22:53:3')
Awaitable: commands('Awaitable', 'Day 13', '22:53:6')
priler: start('priler', 'Day 13', '22:53:31')
priler: commands('priler', 'Day 13', '22:53:34')
Dey_kill: info('Dey_kill', 'Day 14', '3:54:9')
None: start('None', 'Day 14', '9:42:15')
None: start('None', 'Day 14', '9:44:44')
None: start('None', 'Day 14', '9:51:20')
None: commands('None', 'Day 14', '9:51:37')
None: info('None', 'Day 14', '9:51:43')
None: info('None', 'Day 14', '9:52:57')
None: len('None', 'Day 14', '9:53:18')Text: []
None: len('None', 'Day 14', '9:53:45')Text: ['слово']
Jylia_310708: start('Jylia_310708', 'Day 14', '9:55:27')
Dash9: start('Dash9', 'Day 14', '10:4:50')
Dash9: len('Dash9', 'Day 14', '10:6:46')Text: []
Dash9: len('Dash9', 'Day 14', '10:6:56')Text: []
Dash9: len('Dash9', 'Day 14', '10:7:2')Text: []
Dash9: len('Dash9', 'Day 14', '10:7:17')Text: ['ты', 'лох']
Deividas_Gailiusis: roll('Deividas_Gailiusis', 'Day 14', '10:28:8')
AlexZapl: translate('AlexZapl', 'Day 14', '10:33:45')Text: Тест!
Deividas_Gailiusis: len('Deividas_Gailiusis', 'Day 14', '10:43:3')Text: []
AlexZapl: anekdot('AlexZapl', 'Day 14', '10:45:34')
Deividas_Gailiusis: story('Deividas_Gailiusis', 'Day 14', '10:45:40')
Deividas_Gailiusis: roll('Deividas_Gailiusis', 'Day 14', '10:47:45')
AlexZapl: roll('AlexZapl', 'Day 14', '11:57:23')
AlexZapl: translate('AlexZapl', 'Day 14', '11:57:45')Text: Собака 
Deividas_Gailiusis: animals 1('Deividas_Gailiusis', 'Day 14', '11:58:41')
AlexZapl: animals 10('AlexZapl', 'Day 14', '11:59:23')
Deividas_Gailiusis: animals 10000000000('Deividas_Gailiusis', 'Day 14', '11:59:34')
Deividas_Gailiusis: animals 20('Deividas_Gailiusis', 'Day 14', '12:0:8')
Deividas_Gailiusis: animals 200('Deividas_Gailiusis', 'Day 14', '12:0:44')
Deividas_Gailiusis: animals 100('Deividas_Gailiusis', 'Day 14', '12:2:1')
Deividas_Gailiusis: animals 100('Deividas_Gailiusis', 'Day 14', '12:2:2')
Deividas_Gailiusis: animals 100('Deividas_Gailiusis', 'Day 14', '12:2:2')
Deividas_Gailiusis: animals 100('Deividas_Gailiusis', 'Day 14', '12:2:3')
Deividas_Gailiusis: start('Deividas_Gailiusis', 'Day 14', '12:2:59')
Deividas_Gailiusis: info('Deividas_Gailiusis', 'Day 14', '12:3:42')
Deividas_Gailiusis: roll('Deividas_Gailiusis', 'Day 14', '12:3:43')
Deividas_Gailiusis: anekdot('Deividas_Gailiusis', 'Day 14', '12:3:44')
Deividas_Gailiusis: anekdot('Deividas_Gailiusis', 'Day 14', '12:3:45')
Deividas_Gailiusis: story('Deividas_Gailiusis', 'Day 14', '12:3:50')
Deividas_Gailiusis: animals 1('Deividas_Gailiusis', 'Day 14', '12:3:52')
Deividas_Gailiusis: commands('Deividas_Gailiusis', 'Day 14', '12:3:55')
Deividas_Gailiusis: joke('Deividas_Gailiusis', 'Day 14', '12:3:58')
Deividas_Gailiusis: len('Deividas_Gailiusis', 'Day 14', '12:4:0')Text: []
Deividas_Gailiusis: roll('Deividas_Gailiusis', 'Day 14', '12:5:4')
Deividas_Gailiusis: roll('Deividas_Gailiusis', 'Day 14', '12:5:11')
Deividas_Gailiusis: info('Deividas_Gailiusis', 'Day 14', '12:10:31')
Deividas_Gailiusis: len('Deividas_Gailiusis', 'Day 14', '12:10:38')Text: []
Deividas_Gailiusis: UNKNOWN('Deividas_Gailiusis', 'Day 14', '12:34:17')
Deividas_Gailiusis: UNKNOWN('Deividas_Gailiusis', 'Day 14', '12:34:17')
PabloEscobarHyan: start('PabloEscobarHyan', 'Day 14', '13:19:20')
PabloEscobarHyan: roll('PabloEscobarHyan', 'Day 14', '13:20:55')
None: start('None', 'Day 14', '14:52:41')
None: start('None', 'Day 14', '19:44:6')
None: roll('None', 'Day 14', '19:44:41')
Marrat_t: len('Marrat_t', 'Day 14', '20:11:36')Text: []
Marrat_t: len('Marrat_t', 'Day 14', '20:11:53')Text: ['привет', 'Алиса']
Marrat_t: roll('Marrat_t', 'Day 14', '20:12:11')
Marrat_t: roll('Marrat_t', 'Day 14', '20:12:20')
Marrat_t: roll('Marrat_t', 'Day 14', '20:12:29')
AlexZapl: start('AlexZapl', 'Day 14', '20:58:40')
AlexZapl: start('AlexZapl', 'Day 14', '20:59:7')
GroupAnonymousBot: start('GroupAnonymousBot', 'Day 14', '20:59:16')
AlexZapl: info('AlexZapl', 'Day 14', '21:1:2')
AlexZapl: start('AlexZapl', 'Day 14', '21:1:10')
AlexZapl: start('AlexZapl', 'Day 14', '21:1:20')
AlexZapl: animals 100('AlexZapl', 'Day 14', '21:2:29')
AlexZapl: info('AlexZapl', 'Day 14', '21:5:21')
GroupAnonymousBot: info('GroupAnonymousBot', 'Day 14', '21:5:24')
None: UNKNOWN('None', 'Day 14', '21:37:43')
None: UNKNOWN('None', 'Day 14', '21:37:49')
None: UNKNOWN('None', 'Day 14', '21:37:54')
None: commands('None', 'Day 14', '21:37:56')
None: roll('None', 'Day 14', '22:28:38')
None: anekdot('None', 'Day 14', '22:28:48')
None: roll('None', 'Day 15', '6:54:59')
Dash9: anekdot('Dash9', 'Day 15', '6:57:10')
AlexZapl: animals 1('AlexZapl', 'Day 15', '8:15:59')
AlexZapl: start('AlexZapl', 'Day 15', '12:18:53')
AlexZapl: start('AlexZapl', 'Day 15', '12:22:51')
XD_carX: joke('XD_carX', 'Day 15', '15:19:25')
AlexZapl: start('AlexZapl', 'Day 15', '17:17:57')
AlexZapl: animals 1('AlexZapl', 'Day 15', '17:24:51')
AlexZapl: anekdot('AlexZapl', 'Day 15', '17:25:15')
GroupAnonymousBot: start('GroupAnonymousBot', 'Day 15', '18:36:49')
AlexZapl: start('AlexZapl', 'Day 15', '21:38:15')
AlexZapl: start('AlexZapl', 'Day 15', '21:38:16')
AlexZapl: start('AlexZapl', 'Day 15', '21:38:38')
AlexZapl: start('AlexZapl', 'Day 15', '21:39:29')
AlexZapl: start('AlexZapl', 'Day 15', '21:39:46')
AlexZapl: commands('AlexZapl', 'Day 15', '21:39:55')
AlexZapl: animals 100('AlexZapl', 'Day 15', '21:40:54')
AlexZapl: animals 1('AlexZapl', 'Day 15', '21:41:17')
AlexZapl: start('AlexZapl', 'Day 15', '21:41:50')
black_oni: info('black_oni', 'Day 16', '13:39:11')
Mia_ytka: roll('Mia_ytka', 'Day 16', '14:56:24')
strelok_stalker0k: UNKNOWN('strelok_stalker0k', 'Day 16', '16:14:37')
strelok_stalker0k: UNKNOWN('strelok_stalker0k', 'Day 16', '16:14:54')
strelok_stalker0k: anekdot('strelok_stalker0k', 'Day 16', '16:15:1')
AlexZapl: animals 1('AlexZapl', 'Day 17', '12:36:1')
AlexZapl: animals 10('AlexZapl', 'Day 17', '12:36:47')
AlexZapl: animals 1('AlexZapl', 'Day 17', '12:37:5')
None: roll('None', 'Day 23', '17:33:55')
None: roll('None', 'Day 24', '5:20:25')
loaderH: start('loaderH', 'Day 25', '16:1:14')
AlexZapl: UNKNOWN('AlexZapl', 'Day 26', '15:59:51')
AlexZapl: UNKNOWN('AlexZapl', 'Day 26', '15:59:57')
AlexZapl: UNKNOWN('AlexZapl', 'Day 26', '16:3:50')
AlexZapl: UNKNOWN('AlexZapl', 'Day 26', '16:4:37')
AlexZapl: UNKNOWN('AlexZapl', 'Day 26', '16:5:3')
AlexZapl: start('AlexZapl', 'Day 26', '22:1:39')
AlexZapl: Meme!('AlexZapl', 'Day 26', '22:11:18')
AlexZapl: Meme!('AlexZapl', 'Day 26', '22:11:57')
AlexZapl: UNKNOWN('AlexZapl', 'Day 26', '22:19:12')
AlexZapl: roll('AlexZapl', 'Day 26', '22:21:33')
AlexZapl: anekdot('AlexZapl', 'Day 26', '22:21:46')
AlexZapl: animals 1000('AlexZapl', 'Day 26', '22:21:54')
AlexZapl: animals 100('AlexZapl', 'Day 26', '22:28:38')
compotship: start('compotship', 'Day 26', '22:30:40')
AlexZapl: Meme!('AlexZapl', 'Day 26', '22:33:3')
Marrat_t: start('Marrat_t', 'Day 4', '16:39:58')
Marrat_t: commands('Marrat_t', 'Day 4', '16:39:58')
AlexZapl: start('AlexZapl', 'Day 4', '16:39:59')
Marrat_t: start('Marrat_t', 'Day 4', '17:22:6')
Marrat_t: Meme!('Marrat_t', 'Day 4', '17:22:12')
Marrat_t: UNKNOWN('Marrat_t', 'Day 4', '17:22:18')
Marrat_t: UNKNOWN('Marrat_t', 'Day 4', '17:22:20')
Marrat_t: UNKNOWN('Marrat_t', 'Day 4', '17:22:33')
Marrat_t: start('Marrat_t', 'Day 4', '17:22:49')
Marrat_t: UNKNOWN('Marrat_t', 'Day 4', '17:23:0')
Marrat_t: info('Marrat_t', 'Day 4', '17:23:33')
AlexZapl: animals 20('AlexZapl', 'Day 4', '17:27:34')
AlexZapl: roll('AlexZapl', 'Day 4', '17:28:54')
theadicore: anekdot('theadicore', 'Day 4', '19:40:25')
theadicore: joke('theadicore', 'Day 4', '19:43:20')
AlexZapl: animals 100('AlexZapl', 'Day 4', '21:23:2')
AlexZapl: animals 100('AlexZapl', 'Day 4', '23:2:41')
AlexZapl: animals 1('AlexZapl', 'Day 5', '15:10:7')
AlexZapl: animals 1('AlexZapl', 'Day 5', '15:13:14')
AlexZapl: animals 1('AlexZapl', 'Day 5', '15:15:2')
AlexZapl: animals 1('AlexZapl', 'Day 5', '15:15:25')
AlexZapl: animals 1('AlexZapl', 'Day 5', '15:15:51')
AlexZapl: animals 1('AlexZapl', 'Day 5', '15:17:13')
AlexZapl: animals 1('AlexZapl', 'Day 5', '15:17:38')
AlexZapl: animals 10('AlexZapl', 'Day 5', '15:17:47')
AlexZapl: animals 50('AlexZapl', 'Day 5', '15:18:20')
AlexZapl: animals 1('AlexZapl', 'Day 5', '15:23:32')
AlexZapl: UNKNOWN('AlexZapl', 'Day 5', '16:6:9')
AlexZapl: start('AlexZapl', 'Day 8', '9:32:20')
AlexZapl: info('AlexZapl', 'Day 8', '9:35:18')
AlexZapl: roll('AlexZapl', 'Day 8', '9:37:24')
AlexZapl: UNKNOWN('AlexZapl', 'Day 8', '9:38:43')
AlexZapl: anekdot('AlexZapl', 'Day 8', '9:38:52')
AlexZapl: story('AlexZapl', 'Day 8', '9:39:34')
AlexZapl: animals 1('AlexZapl', 'Day 8', '9:40:29')
AlexZapl: commands('AlexZapl', 'Day 8', '9:41:22')
AlexZapl: joke('AlexZapl', 'Day 8', '9:41:29')
AlexZapl: translate('AlexZapl', 'Day 8', '9:42:27')Text: Привет! 
AlexZapl: timer 5('AlexZapl', 'Day 8', '9:42:57')
AlexZapl: len('AlexZapl', 'Day 8', '9:44:22')Text: []
AlexZapl: len('AlexZapl', 'Day 8', '9:44:46')Text: ['Привет,', 'меня', 'зовут', 'Александр!']
AlexZapl: Meme!('AlexZapl', 'Day 8', '9:45:40')
SOSINA_ED: UNKNOWN('SOSINA_ED', 'Day 8', '19:12:36')
Arsenij19012010: UNKNOWN('Arsenij19012010', 'Day 8', '19:12:44')
AlexZapl: start('AlexZapl', 'Day 9', '10:32:45')
AlexZapl: animals 1('AlexZapl', 'Day 9', '16:49:30')
None: Meme!('None', 'Day 9', '16:51:43')
AlexZapl: timer 5('AlexZapl', 'Day 9', '16:54:18')
None: anekdot('None', 'Day 9', '16:57:29')
Pahan666: anekdot('Pahan666', 'Day 9', '16:58:0')
AlexZapl: commands('AlexZapl', 'Day 9', '17:2:26')
AlexZapl: animals 1('AlexZapl', 'Day 10', '16:3:1')
None: animals 1('None', 'Day 10', '17:5:25')
None: UNKNOWN('None', 'Day 10', '17:42:48')
Evaluationfrom: UNKNOWN('Evaluationfrom', 'Day 10', '17:46:14')
loh_2288: UNKNOWN('loh_2288', 'Day 10', '17:48:27')
loh_2288: UNKNOWN('loh_2288', 'Day 10', '17:48:34')
None: UNKNOWN('None', 'Day 10', '17:48:50')
loh_2288: UNKNOWN('loh_2288', 'Day 10', '17:49:39')
Evaluationfrom: UNKNOWN('Evaluationfrom', 'Day 10', '17:50:50')
Natasha_Nataha: UNKNOWN('Natasha_Nataha', 'Day 10', '17:51:20')
None: UNKNOWN('None', 'Day 10', '17:53:12')
None: UNKNOWN('None', 'Day 10', '17:59:35')
Ksena_il: UNKNOWN('Ksena_il', 'Day 10', '18:56:33')
gost_soseda_prodoBetc: roll('gost_soseda_prodoBetc', 'Day 10', '18:58:20')
None: UNKNOWN('None', 'Day 10', '18:59:2')
gost_soseda_prodoBetc: joke('gost_soseda_prodoBetc', 'Day 10', '18:59:38')
gost_soseda_prodoBetc: UNKNOWN('gost_soseda_prodoBetc', 'Day 10', '19:1:12')
gost_soseda_prodoBetc: UNKNOWN('gost_soseda_prodoBetc', 'Day 10', '19:2:43')
bog_mi: UNKNOWN('bog_mi', 'Day 10', '19:15:26')
Nurikdiki: anekdot('Nurikdiki', 'Day 10', '19:31:0')
AlexZapl: UNKNOWN('AlexZapl', 'Day 12', '15:4:24')
AlexZapl: UNKNOWN('AlexZapl', 'Day 12', '15:4:24')
AlexZapl: UNKNOWN('AlexZapl', 'Day 12', '15:4:24')
AlexZapl: UNKNOWN('AlexZapl', 'Day 12', '15:4:24')
loh_2288: start('loh_2288', 'Day 12', '15:4:24')
loh_2288: info('loh_2288', 'Day 12', '15:4:25')
loh_2288: commands('loh_2288', 'Day 12', '15:4:25')
loh_2288: joke('loh_2288', 'Day 12', '15:4:26')
loh_2288: commands('loh_2288', 'Day 12', '15:4:26')
Banan_gam: anekdot('Banan_gam', 'Day 12', '15:4:26')
AlexZapl: wiki('AlexZapl', 'Day 12', '15:54:20')Args: hui
AlexZapl: wiki('AlexZapl', 'Day 12', '15:55:54')Args: hui
AlexZapl: start('AlexZapl', 'Day 12', '16:12:25')
AlexZapl: wiki('AlexZapl', 'Day 12', '16:20:47')Args: Утка
AlexZapl: wiki('AlexZapl', 'Day 13', '9:43:51')Args: Собака
AlexZapl: wiki('AlexZapl', 'Day 13', '9:45:19')Args: Wikipedia
AlexZapl: wiki('AlexZapl', 'Day 13', '9:46:9')Args: Help
AlexZapl: wiki('AlexZapl', 'Day 13', '9:47:22')Args: Русский
AlexZapl: wiki('AlexZapl', 'Day 13', '9:47:47')Args: Росия
AlexZapl: wiki('AlexZapl', 'Day 13', '9:49:17')Args: Член
AlexZapl: wiki('AlexZapl', 'Day 13', '9:49:35')Args: Россия
QiQi20204: UNKNOWN('QiQi20204', 'Day 13', '14:29:3')
TurkaPurka: len('TurkaPurka', 'Day 13', '14:30:49')Text: []
TurkaPurka: start('TurkaPurka', 'Day 13', '14:30:52')
TurkaPurka: translate('TurkaPurka', 'Day 13', '15:40:0')Text: привет 
TurkaPurka: translate('TurkaPurka', 'Day 13', '15:40:36')Text: водонапорная башня 
AlexZapl: UNKNOWN('AlexZapl', 'Day 13', '16:30:21')
AlexZapl: animals 1('AlexZapl', 'Day 13', '16:30:50')
AlexZapl: wiki('AlexZapl', 'Day 13', '16:31:5')Args: Хуй
Deividas_Gailiusis: start('Deividas_Gailiusis', 'Day 13', '16:31:30')
AlexZapl: wiki('AlexZapl', 'Day 13', '16:32:1')Args: Youtube
Deividas_Gailiusis: Meme!('Deividas_Gailiusis', 'Day 13', '16:32:24')
AlexZapl: Meme!('AlexZapl', 'Day 13', '16:33:21')
AlexZapl: Meme!('AlexZapl', 'Day 13', '16:35:24')
Deividas_Gailiusis: UNKNOWN('Deividas_Gailiusis', 'Day 13', '16:35:49')
Deividas_Gailiusis: UNKNOWN('Deividas_Gailiusis', 'Day 13', '16:38:4')
Deividas_Gailiusis: UNKNOWN('Deividas_Gailiusis', 'Day 13', '16:38:6')
Deividas_Gailiusis: UNKNOWN('Deividas_Gailiusis', 'Day 13', '16:38:8')
Deividas_Gailiusis: UNKNOWN('Deividas_Gailiusis', 'Day 13', '16:38:9')
Deividas_Gailiusis: UNKNOWN('Deividas_Gailiusis', 'Day 13', '16:38:10')
Deividas_Gailiusis: UNKNOWN('Deividas_Gailiusis', 'Day 13', '16:38:11')
Deividas_Gailiusis: UNKNOWN('Deividas_Gailiusis', 'Day 13', '16:38:11')
Deividas_Gailiusis: animals 1('Deividas_Gailiusis', 'Day 13', '16:39:0')
Deividas_Gailiusis: roll('Deividas_Gailiusis', 'Day 13', '16:39:16')
AlexZapl: animals 1('AlexZapl', 'Day 13', '19:9:53')
QiQi20204: UNKNOWN('QiQi20204', 'Day 14', '17:23:57')
QiQi20204: UNKNOWN('QiQi20204', 'Day 15', '10:49:11')
QiQi20204: len('QiQi20204', 'Day 15', '11:55:50')Text: []
QiQi20204: UNKNOWN('QiQi20204', 'Day 15', '11:56:7')
loh_2288: UNKNOWN('loh_2288', 'Day 15', '22:51:40')
loh_2288: story('loh_2288', 'Day 15', '23:45:49')
QiQi20204: UNKNOWN('QiQi20204', 'Day 15', '23:47:18')
loh_2288: UNKNOWN('loh_2288', 'Day 15', '23:51:36')
loh_2288: UNKNOWN('loh_2288', 'Day 15', '23:51:45')
loh_2288: UNKNOWN('loh_2288', 'Day 15', '23:52:57')
loh_2288: UNKNOWN('loh_2288', 'Day 15', '23:53:7')
loh_2288: UNKNOWN('loh_2288', 'Day 15', '23:53:11')
AlexZapl: start('AlexZapl', 'Day 30', '16:7:43')
AlexZapl: start('AlexZapl', 'Day 8', '12:51:9')
AlexZapl: translate('AlexZapl', 'Day 8', '12:51:38')Text: Привет, как дела 
AlexZapl: translate('AlexZapl', 'Day 8', '12:52:2')Text: Hi, how are you doing 
Deividas_Gailiusis: start('Deividas_Gailiusis', 'Day 8', '12:58:36')
AlexZapl: len('AlexZapl', 'Day 8', '12:59:46')Text: ['25']
AlexZapl: timer 25('AlexZapl', 'Day 8', '12:59:56')
Deividas_Gailiusis: start('Deividas_Gailiusis', 'Day 15', '20:51:2')
Deividas_Gailiusis: start('Deividas_Gailiusis', 'Day 15', '20:51:2')
Deividas_Gailiusis: info('Deividas_Gailiusis', 'Day 15', '20:51:2')
Deividas_Gailiusis: info('Deividas_Gailiusis', 'Day 15', '20:51:2')
Deividas_Gailiusis: anekdot('Deividas_Gailiusis', 'Day 15', '20:51:2')
Deividas_Gailiusis: anekdot('Deividas_Gailiusis', 'Day 15', '20:51:3')
Deividas_Gailiusis: anekdot('Deividas_Gailiusis', 'Day 15', '20:51:8')
AlexZapl: roll('AlexZapl', 'Day 15', '20:51:24')
AlexZapl: translate('AlexZapl', 'Day 15', '20:58:38')Text: Дам Дейвидасу по ебалу 
AlexZapl: translate('AlexZapl', 'Day 15', '20:59:24')Text: Дам Deividas по ебалу 
AlexZapl: wiki('AlexZapl', 'Day 15', '21:0:16')Args: Хуй
AlexZapl: wiki('AlexZapl', 'Day 15', '21:0:55')Args: Уебу
AlexZapl: animals 1('AlexZapl', 'Day 15', '21:1:44')
AlexZapl: commands('AlexZapl', 'Day 15', '21:8:8')
